Code_commune_INSEE,Code_postal,Coordonnees_gps
95211,95300,"49.078002941, 2.109321347"
83026,83340,"43.427086333, 6.232278755"
82159,82300,"44.134966692, 1.605606457"
95214,95270,"49.090493052, 2.406371004"
83029,83440,"43.61253718, 6.757001087"
82160,82400,"44.152948105, 0.94318921"
95268,95140,"48.970423332, 2.404581275"
83032,83570,"43.469117875, 6.177308069"
82165,82340,"44.083403629, 0.852489979"
95280,95190,"49.024588139, 2.46608247"
83034,83320,"43.09688902, 6.071635417"
82171,82700,"44.008016889, 1.182471067"
95287,95810,"49.133084359, 2.048188853"
83035,83330,"43.227233319, 5.765774017"
82172,82160,"44.311187665, 1.770596484"
95301,95780,"49.08347563, 1.663060183"
83037,83170,"43.384615543, 5.999693088"
82173,82600,"43.90233485, 1.124320635"
95304,95690,"49.158003218, 2.177108902"
83043,83610,"43.241371951, 6.339999351"
82181,82340,"44.053296965, 0.783098473"
95306,95220,"49.00057638, 2.150144707"
83044,83840,"43.703599458, 6.503063279"
82190,82600,"43.849328871, 1.227917186"
95306,95220,"49.00057638, 2.150144707"
83053,83330,"43.186355963, 5.872957836"
83010,83840,"43.729949565, 6.571045401"
95308,95300,"49.104774508, 2.127471252"
83056,83830,"43.567375768, 6.498391155"
83012,83670,"43.552469485, 5.987665857"
95313,95290,"49.107552227, 2.23444498"
83059,83136,"43.33654789, 6.091094959"
83013,83840,"43.747937021, 6.632908232"
95323,95280,"49.010991384, 2.033483228"
83060,83670,"43.595364309, 6.109336549"
83021,83149,"43.470276552, 5.958376761"
95341,95300,"49.100162399, 2.09409965"
83061,83600,"43.471998616, 6.763726369"
83027,83740,"43.203491632, 5.725122471"
95351,95380,"49.042203512, 2.503963388"
83066,83560,"43.658988789, 5.837137853"
83030,83170,"43.373075075, 6.12023956"
95365,95850,"49.069977905, 2.41751294"
83069,83400,"43.116948473, 6.158103808"
83035,83330,"43.227233319, 5.765774017"
95387,95810,"49.153832285, 2.106475528"
83070,83980,"43.166030286, 6.412733795"
83046,83570,"43.523396497, 6.14459237"
95409,95570,"49.046061843, 2.337390481"
83074,83840,"43.76343156, 6.59252078"
83054,83210,"43.161547887, 6.042887492"
95427,95360,"48.970064721, 2.345419123"
83084,83670,"43.648454369, 6.061222773"
83057,83340,"43.376456675, 6.221855089"
95438,95640,"49.135001307, 1.908791193"
83085,83920,"43.507734582, 6.551031463"
83058,83780,"43.542368059, 6.362986898"
95462,95420,"49.142855048, 1.722230338"
83091,83390,"43.234569411, 6.179362727"
83061,83370,"43.471998616, 6.763726369"
95483,95450,"49.116327617, 1.927471488"
83093,83640,"43.333871991, 5.739107267"
83062,83130,"43.126817292, 6.019395152"
95488,95220,"49.019103435, 2.160347072"
83095,83670,"43.550811651, 6.062671454"
83064,83136,"43.340180553, 6.040515622"
95509,95380,"49.066868173, 2.488509672"
83102,83630,"43.667666423, 6.117347402"
83065,83580,"43.239612711, 6.585814204"
95510,95650,"49.063645075, 2.016295404"
83103,83200,"43.182545234, 5.94517791"
83068,83310,"43.282309787, 6.533078256"
95523,95780,"49.088264977, 1.634202489"
83104,83560,"43.605503094, 5.741068102"
83069,83400,"43.116948473, 6.158103808"
95527,95700,"49.006657374, 2.513698714"
83106,83136,"43.306502423, 6.084022816"
83069,83400,"43.116948473, 6.158103808"
95535,95450,"49.05244093, 1.968477159"
83115,83120,"43.35649617, 6.611646935"
83069,83400,"43.116948473, 6.158103808"
95541,95770,"49.213259944, 1.703014579"
83116,83470,"43.45100522, 5.859376342"
83073,83340,"43.380492372, 6.306553979"
95543,95510,"49.058913046, 1.741758518"
83118,83530,"43.457632505, 6.847487832"
83077,83136,"43.273712699, 5.967082204"
95584,95640,"49.129178586, 1.957878742"
83125,83470,"43.515007854, 5.877309853"
83083,83570,"43.481428079, 6.125546986"
95611,95810,"49.156451552, 2.069355938"
83135,83670,"43.600500324, 6.021177685"
83086,83490,"43.46874, 6.576981879"
95628,95760,"49.098061377, 2.18024882"
83137,83200,"43.136537115, 5.93259923"
83087,83860,"43.379045269, 5.784977895"
95652,95270,"49.123452595, 2.378532448"
83138,83440,"43.613976739, 6.723702651"
83088,83136,"43.294362764, 6.026162139"
95660,95570,"49.07485198, 2.356863634"
83146,83560,"43.646725514, 5.952334128"
83094,83120,"43.338480402, 6.547734778"
95675,95380,"49.060719686, 2.534858214"
83147,83630,"43.662354537, 6.276715147"
83107,83520,"43.428640587, 6.651852932"
95678,95840,"49.069898107, 2.238718551"
83151,83170,"43.432791744, 6.14944646"
83109,83840,"43.720954726, 6.648787392"
97104,97123,"16.045477147, -61.719040285"
83153,83430,"43.075854063, 5.927093074"
83110,83170,"43.382283448, 5.851064648"
97106,97125,"16.143779201, -61.754210407"
83154,83510,"43.511291969, 6.289491568"
83112,83270,"43.172604284, 5.708900987"
97117,97160,"16.320280144, -61.371355113"
84006,84400,"43.829840255, 5.447994919"
83118,83700,"43.457632505, 6.847487832"
97119,97131,"16.389649865, -61.449890886"
84015,84340,"44.182508183, 5.213201099"
83124,83440,"43.64680917, 6.612801997"
97119,97131,"16.389649865, -61.449890886"
84017,84410,"44.137350993, 5.234739322"
83127,83870,"43.277606259, 5.857143898"
97122,97117,"16.426229442, -61.496059679"
84021,84390,"44.185341393, 5.3321514"
83129,83140,"43.0863928, 5.827525565"
97128,97180,"16.257422226, -61.387454538"
84023,84480,"43.821582038, 5.374537687"
83133,83440,"43.575103131, 6.856352088"
97128,97180,"16.257422226, -61.387454538"
84024,84240,"43.791049388, 5.492092378"
83141,83720,"43.50209294, 6.489066856"
97133,97141,"15.959650878, -61.694614121"
84033,84400,"43.834725457, 5.481243201"
83142,83840,"43.741506371, 6.436563889"
97201,97216,"14.813971416, -61.123559866"
84036,84470,"43.928059236, 4.942552354"
84007,84140,"43.935441391, 4.841098248"
97203,97218,"14.841235918, -61.123622312"
84040,84110,"44.210479281, 5.086133454"
84010,84120,"43.693594717, 5.577953312"
97204,97221,"14.710935221, -61.164592691"
84043,84320,"43.995554865, 4.932743838"
84011,84210,"43.974770904, 5.130795808"
97213,97232,"14.627699074, -60.991860025"
84049,84190,"44.1663461, 5.012136134"
84016,84370,"44.048012659, 4.907946161"
97214,97214,"14.801272889, -61.076524011"
84050,84220,"43.909437899, 5.198111507"
84022,84110,"44.276284942, 5.001523495"
97215,97218,"14.855433945, -61.151431508"
84053,84600,"44.394592544, 4.93442808"
84027,84860,"44.110288299, 4.743713416"
97225,97250,"14.775291871, -61.172264029"
84061,84290,"44.227479406, 4.851271965"
84030,84330,"44.111970943, 5.106880021"
97226,97227,"14.436823811, -60.854940301"
84063,84840,"44.276442512, 4.675412628"
84032,84750,"43.888584878, 5.479847169"
97228,97230,"14.769111542, -61.017652933"
84066,84220,"43.979628899, 5.309017016"
84037,84230,"44.060037857, 4.827345437"
97231,97229,"14.526853908, -61.03767392"
84085,84220,"43.964977499, 5.242867383"
84039,84350,"44.086786568, 4.882075425"
97232,97280,"14.543688514, -60.857326106"
84086,84580,"43.831476862, 5.170066721"
84041,84410,"44.118183107, 5.151254357"
97233,97226,"14.703861865, -61.13536098"
84094,84110,"44.285140791, 5.136768959"
84042,84160,"43.778272757, 5.443158293"
97303,97350,"5.269990477, -53.31980032"
84096,84110,"44.232328945, 4.980417299"
84048,84400,"43.92793003, 5.523415981"
97304,97310,"4.933188156, -52.766507739"
84099,84440,"43.851701357, 5.110242206"
84060,84400,"43.984255113, 5.481344492"
97305,97355,"4.982493074, -52.509355227"
84101,84210,"43.974284564, 5.10234"
84064,84840,"44.306638028, 4.67983977"
97310,97311,"4.464026199, -52.513229517"
84102,84220,"43.901341521, 5.292125185"
84087,84100,"44.128989058, 4.810276775"
97361,97319,"5.684287994, -53.91736752"
84106,84290,"44.235735946, 4.889253722"
84090,84240,"43.796321889, 5.559406181"
97401,97425,"-21.209718395, 55.358631255"
84112,84750,"43.85513174, 5.519311045"
84100,84190,"44.144674981, 5.068733958"
97402,97412,"-21.023321429, 55.619750752"
84117,84290,"44.262539847, 4.956138782"
84103,84400,"43.929823965, 5.475520137"
97402,97412,"-21.023321429, 55.619750752"
84123,84390,"44.073121359, 5.399033015"
84104,84110,"44.194625067, 5.001057038"
97408,97419,"-20.994208353, 55.397683708"
84126,84110,"44.216454446, 5.028714495"
84107,84390,"44.031283904, 5.503658976"
97408,97419,"-20.994208353, 55.397683708"
84128,84400,"43.822769493, 5.416110847"
84108,84210,"44.009469643, 5.108246227"
97408,97419,"-20.994208353, 55.397683708"
84140,84160,"43.778263798, 5.406083095"
84109,84330,"44.120796433, 5.076060908"
97411,97400,"-20.933029099, 55.446977555"
84142,84740,"43.961420103, 5.028204235"
84111,84110,"44.237680214, 5.101948419"
97411,97400,"-20.933029099, 55.446977555"
84143,84210,"43.985277605, 5.16499235"
84115,84330,"44.095225784, 5.144343084"
97411,97490,"-20.933029099, 55.446977555"
85008,85430,"46.618064866, -1.480755751"
84118,84490,"43.959082698, 5.373238088"
97411,97490,"-20.933029099, 55.446977555"
85015,85170,"46.81910763, -1.524880755"
84122,84260,"44.099418305, 4.957307748"
97412,97480,"-21.306243323, 55.641977434"
85025,85600,"46.945216675, -1.191633172"
84133,84240,"43.721716606, 5.56738522"
97412,97480,"-21.306243323, 55.641977434"
85031,85510,"46.787601346, -0.931070917"
84134,84850,"44.189438315, 4.908368837"
97413,97416,"-21.166060117, 55.333293615"
85034,85480,"46.62976544, -1.141559196"
84137,84110,"44.247876503, 5.060194565"
97415,97460,"-21.044520611, 55.322330771"
85036,85320,"46.488176703, -1.267631965"
84141,84270,"43.971115337, 4.902945698"
97418,97438,"-20.946751887, 55.530655328"
85040,85410,"46.629757219, -0.933303213"
84150,84820,"44.326875817, 4.944154695"
97419,97439,"-21.192230578, 55.754535198"
85046,85310,"46.672823575, -1.291953121"
85006,85220,"46.757481493, -1.749021543"
97419,97439,"-21.192230578, 55.754535198"
85049,85450,"46.374204729, -1.134065939"
85018,85230,"46.908371715, -2.064139902"
97421,97433,"-21.046742072, 55.5080505"
85054,85220,"46.682425461, -1.720708989"
85019,85170,"46.790159286, -1.415126923"
97422,97430,"-21.223167157, 55.558552873"
85058,85400,"46.445900746, -1.238149284"
85022,85560,"46.447995682, -1.440156684"
97612,97630,"-12.646264794, 45.029418215"
85070,85220,"46.707689442, -1.757383052"
85024,85710,"46.947935726, -1.896066668"
97613,97650,"-12.751168077, 45.086392645"
85071,85220,"46.767791496, -1.82519415"
85033,85200,"46.547845177, -0.813809392"
97614,97670,"-12.837567293, 45.138320778"
85073,85320,"46.505237878, -1.169987494"
85037,85120,"46.650561306, -0.67226984"
98611,98610,"-14.357191664, -178.029561662"
85078,85420,"46.321205508, -0.74353571"
85040,85410,"46.629757219, -0.933303213"
98711,98790,
85081,85170,"46.760220124, -1.373072888"
85045,85220,"46.64759289, -1.81978223"
98716,98790,
85082,85590,"46.891573184, -0.903616733"
85047,85300,"46.835592146, -1.839886618"
98717,98765,
85084,85140,"46.782884747, -1.210128642"
85050,85540,"46.516055204, -1.339349737"
98717,98766,
85087,85240,"46.54312327, -0.624240383"
85051,85110,"46.669186164, -1.044128773"
98718,98740,
85089,85280,"46.721797673, -1.334379503"
85051,85110,"46.669186164, -1.044128773"
98719,98755,
85090,85700,"46.836748277, -0.852801958"
85055,85670,"46.787637324, -1.62464968"
98719,98755,
85099,85150,"46.573020174, -1.588930204"
85056,85210,"46.564256581, -0.959883856"
98719,98792,
85103,85440,"46.539211905, -1.607085613"
85064,85140,"46.828286388, -1.271365543"
98720,98767,
85105,85770,"46.36757704, -0.905523964"
85066,85390,"46.710449071, -0.91515512"
98722,98708,
85111,85770,"46.333355704, -0.919827704"
85080,85200,"46.40090037, -0.807501096"
98724,98731,
85113,85350,"46.709641308, -2.346929718"
85090,85700,"46.836748277, -0.852801958"
98724,98731,
85113,85350,"46.709641308, -2.346929718"
85090,85700,"46.836748277, -0.852801958"
98724,98731,
85117,85400,"46.449571058, -1.270679763"
85090,85700,"46.836748277, -0.852801958"
98726,98789,
85121,85370,"46.439246298, -0.94685743"
85100,85800,"46.6824279, -1.878036086"
98728,98732,
85142,85140,"46.756437567, -1.298996686"
85108,85260,"46.916917491, -1.370700527"
98729,98728,
85162,85240,"46.416346408, -0.664657391"
85112,85340,"46.569670226, -1.773580414"
98729,98728,
85162,85420,"46.416346408, -0.664657391"
85114,85520,"46.424625982, -1.599805068"
98729,98729,
85174,85570,"46.479888914, -0.912344412"
85115,85110,"46.648968027, -0.962172"
98731,98742,
85177,85770,"46.411347877, -0.901213304"
85123,85420,"46.370035702, -0.705408058"
98731,98742,
85186,85250,"46.858354171, -1.25752217"
85131,85400,"46.46350566, -1.210309135"
98731,98748,
85190,85620,"46.927231035, -1.500858746"
85132,85420,"46.341912536, -0.787909481"
98731,98796,
85194,85340,"46.519807555, -1.763932321"
85135,85320,"46.533637218, -1.226842673"
98737,98774,
85196,85250,"46.840734502, -1.196418558"
85139,85420,"46.329801662, -0.672900098"
98740,98777,
85197,85260,"46.907072468, -1.427677392"
85146,85600,"46.971867173, -1.301881389"
98741,98751,
85197,85260,"46.907072468, -1.427677392"
85152,85150,"46.595339484, -1.658173194"
98741,98794,
85199,85210,"46.504109963, -1.064658632"
85152,85150,"46.595339484, -1.658173194"
98744,98753,
85209,85210,"46.513930211, -1.011755142"
85154,85390,"46.669096622, -0.842059388"
98745,98733,
85210,85670,"46.841993128, -1.596057209"
85161,85430,"46.567878693, -1.515674191"
98745,98734,
85214,85150,"46.532657634, -1.69205234"
85163,85330,"47.008931614, -2.262699466"
98745,98734,
85234,85160,"46.802166688, -2.048522361"
85178,85170,"46.770275541, -1.504911702"
98747,98719,
85236,85150,"46.639668817, -1.715771204"
85179,85440,"46.510441722, -1.539073032"
98749,98790,
85237,85410,"46.585363646, -0.922222559"
85193,85320,"46.532880446, -1.300817767"
98754,98735,
85239,85220,"46.733050142, -1.825805515"
85197,85260,"46.907072468, -1.427677392"
98757,98746,
85243,85470,"46.611860949, -1.810947834"
85200,85540,"46.513652586, -1.475947818"
98801,98811,
85244,85200,"46.428760246, -0.759421135"
85207,85580,"46.411950488, -1.27185697"
98803,98870,
85245,85570,"46.545652335, -0.907662958"
85215,85250,"46.870295792, -1.162890364"
98805,98837,
85268,85220,"46.705893588, -1.831540098"
85220,85110,"46.735811482, -1.042558887"
98805,98839,
85278,85520,"46.429579027, -1.549001921"
85231,85440,"46.455404852, -1.530245396"
98808,98816,
85286,85450,"46.385673844, -0.932332683"
85232,85480,"46.686020239, -1.152592761"
98811,98860,
85295,85600,"46.997486531, -1.231615578"
85240,85590,"46.924687446, -0.915021541"
98812,98850,
85296,85590,"46.916896886, -0.845973848"
85246,85140,"46.723937951, -1.20376247"
98817,98809,
85301,85250,"46.82248128, -1.116703249"
85250,85150,"46.568879019, -1.708020814"
98820,98814,
85304,85450,"46.389299729, -0.967806031"
85251,85120,"46.595456817, -0.724395945"
98826,98826,
86001,86430,"46.264597041, 0.79007028"
85256,85200,"46.486569534, -0.743124285"
98831,98883,
86006,86310,"46.536027442, 0.838850142"
85260,85670,"46.806966387, -1.670146549"
98833,98818,
86007,86100,"46.876860335, 0.53053187"
85264,85120,"46.696159857, -0.701993548"
99138,98000,"43.7384176, 7.4246158"
86008,86200,"46.952788223, 0.003961436"
85265,85420,"46.400730925, -0.743364013"
86012,86250,"46.103113189, 0.40832823"
85277,85540,"46.503985177, -1.383609114"
86013,86330,"46.906260812, 0.090831868"
85281,85200,"46.505384458, -0.849139898"
86018,86200,"47.044791395, 0.124053872"
85288,85440,"46.475877686, -1.627511698"
86019,86490,"46.730965017, 0.453060754"
85289,85120,"46.664134211, -0.72772949"
86024,86190,"46.555260201, 0.201979075"
85297,85580,"46.379194278, -1.199405078"
86025,86310,"46.547168369, 0.976045623"
85300,85190,"46.685316695, -1.540637065"
86031,86300,"46.61379528, 0.599331989"
85306,85240,"46.451638732, -0.706559836"
86036,86120,"47.07415047, 0.074942173"
86016,86170,"46.663897808, 0.304605213"
86038,86160,"46.356976585, 0.472876853"
86020,86210,"46.650793899, 0.607726172"
86041,86180,"46.605227892, 0.369543034"
86032,86210,"46.679597723, 0.566173999"
86045,86600,"46.399016547, 0.170057521"
86034,86410,"46.356046157, 0.582156908"
86046,86530,"46.759179094, 0.529344596"
86039,86510,"46.250322201, 0.192387137"
86049,86200,"46.972681831, 0.097201252"
86075,86110,"46.80784157, 0.167940902"
86053,86170,"46.715871779, 0.150552699"
86078,86400,"46.141505081, 0.301075615"
86066,86100,"46.815597468, 0.552729712"
86082,86700,"46.314758752, 0.212756085"
86072,86450,"46.723623944, 0.673563312"
86082,86700,"46.314758752, 0.212756085"
86076,86170,"46.650135163, 0.241107555"
86082,86700,"46.314758752, 0.212756085"
86079,86200,"46.970110357, 0.171077555"
86083,86600,"46.493807273, 0.173357077"
86082,86700,"46.314758752, 0.212756085"
86089,86110,"46.761664583, 0.105102791"
86095,86130,"46.696365014, 0.443067155"
86093,86420,"46.939620663, 0.209105826"
86108,86330,"46.80284372, 0.030201334"
86105,86340,"46.440058335, 0.4237047"
86108,86330,"46.80284372, 0.030201334"
86106,86200,"47.00808915, -0.004086674"
86115,86380,"46.715783211, 0.36579179"
86113,86240,"46.485257553, 0.291767136"
86116,86600,"46.467122262, 0.074532277"
86114,86800,"46.567555275, 0.569156177"
86119,86350,"46.224039833, 0.457302966"
86117,86500,"46.489321986, 0.874001802"
86123,86470,"46.545882483, 0.087674076"
86121,86190,"46.610083339, 0.062222265"
86123,86470,"46.545882483, 0.087674076"
86124,86800,"46.594270387, 0.523574865"
86139,86600,"46.437047295, 0.11405721"
86135,86800,"46.6183563, 0.530934935"
86140,86320,"46.405595526, 0.730162213"
86137,86200,"47.010064761, 0.099279749"
86141,86160,"46.349359428, 0.390784558"
86143,86270,"46.858024792, 0.717213103"
86142,86190,"46.677696078, 0.095864285"
86144,86170,"46.720401256, 0.053997053"
86148,86160,"46.393306045, 0.347292834"
86160,86110,"46.789878463, 0.198633355"
86151,86200,"46.968082463, 0.21546637"
86161,86330,"46.877512628, 0.003788236"
86154,86110,"46.792276961, 0.084152511"
86161,86330,"46.877512628, 0.003788236"
